id,Predicted_Label
1,3
2,3
3,3
4,3
5,2
6,2
7,2
8,2
9,2
10,2
11,3
12,2
13,3
14,2
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,0
26,1
27,1
28,1
29,1
30,1
31,3
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,3
45,3
46,3
47,3
48,3
49,2
50,3
51,3
52,2
53,2
54,3
55,3
56,3
57,3
58,2
59,3
60,3
61,3
62,3
63,2
64,3
65,3
66,3
67,3
68,3
69,3
70,3
71,2
72,2
73,3
