id,label_0,label_1,label_2,label_3,label_4
1103,4.5931466e-12,6.106613e-07,8.5029576e-08,1.6478178e-07,0.99999905
364,2.2091878e-16,1.0,1.520369e-11,1.8178978e-08,6.4064465e-09
382,2.815337e-09,0.9994155,1.2445832e-07,0.0005577833,2.659853e-05
1047,9.938593e-10,7.686944e-09,1.9147934e-09,1.9654587e-08,1.0
228,0.99999976,8.0611295e-10,1.1891205e-07,4.2519012e-08,1.15829025e-07
625,0.00034744944,1.45589265e-08,0.9996525,1.3857867e-09,6.5245115e-11
654,2.0071485e-10,2.491462e-09,1.0,5.873859e-11,1.6701468e-10
846,2.017956e-08,6.0257946e-05,3.7389164e-08,0.99899524,0.0009444807
925,7.895926e-06,0.008672785,4.238415e-05,0.048056804,0.9432202
323,1.1077548e-07,0.9971507,5.3252384e-06,0.0011116749,0.0017322213
73,0.9999999,2.7509497e-10,6.304324e-08,1.3941707e-08,7.106847e-09
317,4.340441e-11,0.99939764,4.2868595e-07,1.8061527e-06,0.00060016173
1086,1.732624e-11,3.7765446e-08,1.709975e-10,4.215144e-09,1.0
438,1.4579365e-22,1.0,7.0621504e-16,7.921093e-10,4.1707544e-11
645,1.872821e-10,5.35295e-09,1.0,8.45855e-11,1.0107178e-10
594,0.9999864,7.9372696e-11,1.3546773e-05,4.8599513e-10,4.3601894e-10
682,1.5380469e-07,3.0033266e-06,0.9999969,1.885196e-08,9.5014805e-09
118,0.9999999,2.158883e-10,6.875018e-08,5.6720735e-09,4.135413e-09
739,4.566293e-06,8.494189e-12,0.99999547,4.5236e-13,7.300578e-13
992,3.5601504e-12,8.2499884e-07,5.2243834e-11,2.1371818e-08,0.99999917
742,2.2682038e-06,2.0870158e-10,0.99999774,1.9339431e-11,2.3890043e-10
1060,1.8781884e-12,1.514774e-07,1.2824149e-11,1.0453495e-08,0.9999999
971,5.811577e-10,6.9384045e-09,7.764781e-08,5.27187e-09,0.9999999
488,3.8629412e-11,0.9999883,4.4046875e-08,8.0147465e-06,3.6992597e-06
674,2.7616458e-08,1.572678e-07,0.9999999,9.142446e-09,1.5990588e-08
220,1.0,1.7810548e-11,2.3521038e-08,4.1276784e-11,1.2484305e-12
216,0.99999976,1.7777911e-09,9.066147e-08,9.398988e-08,5.6357553e-08
898,3.4896664e-07,0.0003116699,5.267998e-07,0.9846133,0.015074146
156,0.9999999,4.124131e-10,8.665132e-08,1.532199e-08,3.4750038e-08
1067,2.5620805e-12,6.55319e-07,7.893283e-12,5.2428092e-08,0.9999993
113,0.9999999,1.7974534e-10,7.925347e-08,4.789173e-09,1.7081598e-09
922,0.00033528602,0.0008843932,0.011147461,0.0030271264,0.98460567
691,0.005699764,5.1391097e-10,0.99430025,1.041186e-10,5.2868626e-10
257,0.9999958,4.148979e-08,1.6819135e-06,1.943551e-06,4.8234807e-07
745,5.1788675e-07,7.6705764e-10,0.9999995,5.8015377e-11,2.1924865e-10
526,2.0855262e-07,4.3547676e-05,0.99995553,4.86703e-07,2.9210605e-07
520,7.5053365e-05,7.026121e-06,0.9999175,3.5543698e-07,4.8880676e-08
791,4.2101628e-10,1.7195569e-05,6.724258e-09,0.9985464,0.0014364204
416,1.0040632e-09,0.9991731,1.0642187e-08,0.00082363887,3.156922e-06
273,2.0533175e-08,0.9977798,1.3365214e-07,0.0022157428,4.3533823e-06
99,0.99999976,1.2701775e-11,2.0595343e-07,8.804948e-11,2.1211104e-11
143,1.0,9.393899e-12,3.6722756e-08,1.3424359e-10,1.4046728e-10
215,1.0,4.5536142e-10,2.0459057e-09,5.707823e-09,1.5092367e-11
344,2.8264935e-10,0.9979882,2.3432422e-05,1.3034272e-05,0.0019752902
91,1.0,1.5605338e-12,2.2831956e-09,1.09327755e-11,3.6742367e-12
48,1.0,3.469118e-11,4.1860182e-10,1.2331137e-09,5.98317e-10
858,2.91079e-05,0.00085725286,0.00045683063,0.99122673,0.007430075
565,3.6934615e-08,1.4190114e-11,1.0,7.52681e-14,1.3372607e-14
459,1.3171429e-13,0.9999645,1.9812162e-11,3.5501598e-05,3.2334146e-08
1063,1.078397e-09,2.66728e-05,7.527365e-09,3.0877652e-06,0.9999702
1053,8.7188873e-10,8.0097344e-08,7.344196e-10,3.3606774e-08,0.9999999
253,0.8488308,0.0006891274,0.14040908,0.009818732,0.00025224607
829,1.0546015e-08,8.929127e-05,6.8876123e-09,0.99729294,0.0026177512
1091,0.00454156,6.4248106e-06,1.054648e-06,0.00013696012,0.995314
1097,4.0717034e-09,7.948342e-08,8.059198e-09,7.697555e-08,0.9999999
578,0.003300192,9.377266e-08,0.99669963,2.2983924e-08,4.9022293e-09
286,4.393226e-11,0.9999287,3.2239324e-08,4.7036956e-06,6.6646084e-05
89,0.9999999,9.450134e-11,6.696061e-08,2.2877287e-09,5.224868e-10
780,1.3168477e-07,0.0002924129,1.18495784e-07,0.9916113,0.008095974
891,5.6281015e-09,2.2516093e-05,1.0792176e-07,0.9996942,0.0002831366
98,0.99999976,4.0187645e-10,3.0197917e-08,2.5287047e-08,2.9090742e-07
560,0.99980074,1.5294869e-06,8.494491e-09,0.00018457494,1.325345e-05
325,1.4734268e-06,0.9911413,1.5490231e-06,0.008214264,0.0006413772
86,0.99999964,1.2839541e-11,4.0994794e-07,8.183791e-11,2.5018682e-11
665,7.62025e-08,6.410379e-10,0.9999999,1.3873108e-12,4.5330433e-13
